S0R9909/1 BH:changed:3	c_000000005423
S0R9909/1 BH:changed:3	c_000000005423
S0R49327/1 BH:changed:7	c_000000005423
S0R49327/1 BH:changed:7	c_000000005423
S0R51131/1 BH:changed:4	c_000000005423
S0R51131/1 BH:changed:4	c_000000005423
S0R69246/1 BH:changed:3	c_000000005423
S0R69246/1 BH:changed:3	c_000000005423
S0R68310/1 BH:changed:2	c_000000005423
S0R68310/1 BH:changed:2	c_000000005423
S0R74045/1 BH:changed:5	c_000000005423
S0R74045/1 BH:changed:5	c_000000005423
S0R83434/1 BH:changed:4	c_000000005423
S0R83434/1 BH:changed:4	c_000000005423
S0R85405/1 BH:changed:3	c_000000005423
S0R85405/1 BH:changed:3	c_000000005423
S0R92055/1 BH:changed:5	c_000000005423
S0R92055/1 BH:changed:5	c_000000005423
S0R87234/1 BH:changed:1	c_000000005423
S0R87234/1 BH:changed:1	c_000000005423
S0R131179/1 BH:changed:3	c_000000005423
S0R131179/1 BH:changed:3	c_000000005423
S0R147095/1 BH:changed:5	c_000000005423
S0R147095/1 BH:changed:5	c_000000005423
S0R156665/1 BH:changed:6	c_000000005423
S0R156665/1 BH:changed:6	c_000000005423
S0R162356/1 BH:changed:4	c_000000005423
S0R162356/1 BH:changed:4	c_000000005423
S0R171334/1 BH:changed:4	c_000000005423
S0R171334/1 BH:changed:4	c_000000005423
S0R173706/1 BH:changed:4	c_000000005423
S0R173706/1 BH:changed:4	c_000000005423
S0R174757/1 BH:changed:4	c_000000005423
S0R174757/1 BH:changed:4	c_000000005423
S0R184017/1 BH:changed:3	c_000000005423
S0R184017/1 BH:changed:3	c_000000005423
S0R186456/1 BH:changed:3	c_000000005423
S0R186456/1 BH:changed:3	c_000000005423
S0R229620/1 BH:changed:7	c_000000005423
S0R229620/1 BH:changed:7	c_000000005423
S0R225872/1 BH:changed:5	c_000000005423
S0R225872/1 BH:changed:5	c_000000005423
S0R237333/1 BH:changed:1	c_000000005423
S0R237333/1 BH:changed:1	c_000000005423
S0R251023/1 BH:changed:5	c_000000005423
S0R251023/1 BH:changed:5	c_000000005423
S0R253961/1 BH:changed:1	c_000000005423
S0R253961/1 BH:changed:1	c_000000005423
S0R262597/1 BH:changed:2	c_000000005423
S0R262597/1 BH:changed:2	c_000000005423
S0R311903/1 BH:changed:4	c_000000005423
S0R311903/1 BH:changed:4	c_000000005423
S0R316276/1 BH:changed:4	c_000000005423
S0R316276/1 BH:changed:4	c_000000005423
S0R314071/1 BH:changed:6	c_000000005423
S0R314071/1 BH:changed:6	c_000000005423
S0R313406/1 BH:changed:5	c_000000005423
S0R313406/1 BH:changed:5	c_000000005423
S0R334241/1 BH:changed:5	c_000000005423
S0R334241/1 BH:changed:5	c_000000005423
S0R336815/1 BH:changed:4	c_000000005423
S0R336815/1 BH:changed:4	c_000000005423
S0R340762/1 BH:changed:1	c_000000005423
S0R340762/1 BH:changed:1	c_000000005423
S0R337591/1 BH:changed:4	c_000000005423
S0R337591/1 BH:changed:4	c_000000005423
S0R341232/1 BH:changed:1	c_000000005423
S0R341232/1 BH:changed:1	c_000000005423
S0R351532/1 BH:changed:1	c_000000005423
S0R351532/1 BH:changed:1	c_000000005423
S0R346419/1 BH:ok	c_000000005423
S0R346419/1 BH:ok	c_000000005423
S0R350939/1 BH:changed:12	c_000000005423
S0R350939/1 BH:changed:12	c_000000005423
S0R358631/1 BH:changed:5	c_000000005423
S0R358631/1 BH:changed:5	c_000000005423
S0R368575/1 BH:changed:1	c_000000005423
S0R368575/1 BH:changed:1	c_000000005423
S0R379689/1 BH:changed:4	c_000000005423
S0R379689/1 BH:changed:4	c_000000005423
S0R383320/1 BH:changed:3	c_000000005423
S0R383320/1 BH:changed:3	c_000000005423
S0R430243/1 BH:changed:2	c_000000005423
S0R430243/1 BH:changed:2	c_000000005423
S0R420846/1 BH:changed:3	c_000000005423
S0R420846/1 BH:changed:3	c_000000005423
S0R427879/1 BH:changed:2	c_000000005423
S0R427879/1 BH:changed:2	c_000000005423
S0R435514/1 BH:changed:3	c_000000005423
S0R435514/1 BH:changed:3	c_000000005423
S0R435259/1 BH:changed:4	c_000000005423
S0R435259/1 BH:changed:4	c_000000005423
S0R452195/1 BH:changed:2	c_000000005423
S0R452195/1 BH:changed:2	c_000000005423
